EMPLOYEE_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE_NUMBER,HIRE_DATE,JOB_ID,SALARY,COMMISSION_PCT,MANAGER_ID,DEPARTMENT_ID
174,Ellen,Abel,EABEL,011.44.1644.429267,24/03/1992,SA_REP,11000,0.3,149,80
175,Alyssa,Hutton,AHUTTON,011.44.1644.429266,25/03/1992,SA_REP,8800,0.25,149,80
176,Jonathon,Taylor,JTAYLOR,011.44.1644.429265,26/03/1992,SA_REP,8600,0.2,149,80
177,Jack,Livingston,JLIVINGS,011.44.1644.429264,27/03/1992,SA_REP,8400,0.2,149,80
178,Kimberely,Grant,KGRANT,011.44.1644.429263,28/03/1992,SA_REP,7000,0.15,149,0
179,Charles,Johnson,CJOHNSON,011.44.1644.429262,29/03/1992,SA_REP,6200,0.1,149,80
180,Winston,Taylor,WTAYLOR,650.507.9876,30/03/1992,SH_CLERK,3200,0,120,50
181,Jean,Fleaur,JFLEAUR,650.507.9877,31/03/1992,SH_CLERK,3100,0,120,50
182,Martha,Sullivan,MSULLIVA,650.507.9878,01/04/1992,SH_CLERK,2500,0,120,50
183,Girard,Geoni,GGEONI,650.507.9879,02/04/1992,SH_CLERK,2800,0,120,50
184,Nandita,Sarchand,NSARCHAN,650.509.1876,03/04/1992,SH_CLERK,4200,0,121,50
185,Alexis,Bull,ABULL,650.509.2876,04/04/1992,SH_CLERK,4100,0,121,50
186,Julia,Dellinger,JDELLING,650.509.3876,05/04/1992,SH_CLERK,3400,0,121,50
187,Anthony,Cabrio,ACABRIO,650.509.4876,06/04/1992,SH_CLERK,3000,0,121,50
188,Kelly,Chung,KCHUNG,650.505.1876,07/04/1992,SH_CLERK,3800,0,122,50
189,Jennifer,Dilly,JDILLY,650.505.2876,08/04/1992,SH_CLERK,3600,0,122,50
190,Timothy,Gates,TGATES,650.505.3876,09/04/1992,SH_CLERK,2900,0,122,50
191,Randall,Perkins,RPERKINS,650.505.4876,10/04/1992,SH_CLERK,2500,0,122,50
192,Sarah,Bell,SBELL,650.501.1876,11/04/1992,SH_CLERK,4000,0,123,50
193,Britney,Everett,BEVERETT,650.501.2876,12/04/1992,SH_CLERK,3900,0,123,50
194,Samuel,McCain,SMCCAIN,650.501.3876,13/04/1992,SH_CLERK,3200,0,123,50
195,Vance,Jones,VJONES,650.501.4876,14/04/1992,SH_CLERK,2800,0,123,50
196,Alana,Walsh,AWALSH,650.507.9811,15/04/1992,SH_CLERK,3100,0,124,50
197,Kevin,Feeney,KFEENEY,650.507.9822,16/04/1992,SH_CLERK,3000,0,124,50
198,Donald,OConnell,DOCONNEL,650.507.9833,17/04/1992,SH_CLERK,2600,0,124,50
199,Douglas,Grant,DGRANT,650.507.9844,18/04/1992,SH_CLERK,2600,0,124,50
200,Jennifer,Whalen,JWHALEN,515.123.4444,19/04/1992,AD_ASST,4400,0,101,10
201,Michael,Hartstein,MHARTSTE,515.123.5555,20/04/1992,MK_MAN,13000,0,100,20
202,Pat,Fay,PFAY,603.123.6666,21/04/1992,MK_REP,6000,0,201,20
203,Susan,Mavris,SMAVRIS,515.123.7777,22/04/1992,HR_REP,6500,0,101,40
204,Hermann,Baer,HBAER,515.123.8888,23/04/1992,PR_REP,10000,0,101,70
205,Shelley,Higgins,SHIGGINS,515.123.8080,24/04/1992,AC_MGR,12008,0,101,110
206,William,Gietz,WGIETZ,515.123.8181,25/04/1992,AC_ACCOUNT,8300,0,205,110
